name,category,date,value
Kathmandu,Kathmandu,2078-01-01,730
Kathmandu,Kathmandu,2078-01-01,731
Bhaktapur,Bhaktapur,2078-01-01,185
Gorkha,Gorkha,2078-01-01,123
Lalitpur,Lalitpur,2078-01-01,253
Gorkha,Gorkha,2078-01-01,124
Jhapa,Jhapa,2078-01-01,203
Syangja,Syangja,2078-01-01,146
Saptari,Saptari,2078-01-01,171
Dhanusha,Dhanusha,2078-01-01,199
Siraha,Siraha,2078-01-01,141
Kaski,Kaski,2078-01-01,252
Mahottari,Mahottari,2078-01-01,170
Lalitpur,Lalitpur,2078-01-01,254
Udayapur,Udayapur,2078-01-01,33
Sarlahi,Sarlahi,2078-01-01,148
Jhapa,Jhapa,2078-01-01,204
Mahottari,Mahottari,2078-01-01,171
Kaski,Kaski,2078-01-01,253
Sarlahi,Sarlahi,2078-01-01,149
Gulmi,Gulmi,2078-01-01,137
Kathmandu,Kathmandu,2078-01-01,732
Sankhuwasabha,Sankhuwasabha,2078-01-01,17
Morang,Morang,2078-01-01,189
Tanahun,Tanahun,2078-01-01,107
Udayapur,Udayapur,2078-01-01,34
Udayapur,Udayapur,2078-01-01,35
Dolakha,Dolakha,2078-01-01,64
Jhapa,Jhapa,2078-01-01,205
Dhanusha,Dhanusha,2078-01-01,200
Kanchanpur,Kanchanpur,2078-01-01,91
Dhanusha,Dhanusha,2078-01-01,201
Nuwakot,Nuwakot,2078-01-01,95
Sarlahi,Sarlahi,2078-01-01,150
Gulmi,Gulmi,2078-01-01,138
Morang,Morang,2078-01-01,190
Tanahun,Tanahun,2078-01-01,108
Jhapa,Jhapa,2078-01-01,206
Morang,Morang,2078-01-01,191
Sarlahi,Sarlahi,2078-01-01,151
Sarlahi,Sarlahi,2078-01-01,152
Baglung,Baglung,2078-01-01,74
Dhanusha,Dhanusha,2078-01-01,202
Dhanusha,Dhanusha,2078-01-01,203
Dhanusha,Dhanusha,2078-01-01,204
Saptari,Saptari,2078-01-01,172
Kathmandu,Kathmandu,2078-01-01,733
Khotang,Khotang,2078-01-01,35
Sarlahi,Sarlahi,2078-01-01,153
Mahottari,Mahottari,2078-01-01,172
Sarlahi,Sarlahi,2078-01-01,154
Sarlahi,Sarlahi,2078-01-01,155
Sarlahi,Sarlahi,2078-01-01,156
Bhaktapur,Bhaktapur,2078-01-01,186
Sarlahi,Sarlahi,2078-01-01,157
Baglung,Baglung,2078-01-01,75
Baglung,Baglung,2078-01-01,76
Nuwakot,Nuwakot,2078-01-01,96
Morang,Morang,2078-01-01,192
Makwanpur,Makwanpur,2078-01-01,100
Doti,Doti,2078-01-01,12
Siraha,Siraha,2078-01-01,142
Makwanpur,Makwanpur,2078-01-01,101
Salyan,Salyan,2078-01-01,14
Saptari,Saptari,2078-01-01,173
Sarlahi,Sarlahi,2078-01-01,158
Pyuthan,Pyuthan,2078-01-01,38
Sarlahi,Sarlahi,2078-01-01,159
Mahottari,Mahottari,2078-01-01,173
Mahottari,Mahottari,2078-01-01,174
Sarlahi,Sarlahi,2078-01-01,160
Bara,Bara,2078-01-01,113
Saptari,Saptari,2078-01-01,174
Surkhet,Surkhet,2078-01-01,31
Kanchanpur,Kanchanpur,2078-01-01,92
Gorkha,Gorkha,2078-01-01,125
Bhojpur,Bhojpur,2078-01-01,26
Mahottari,Mahottari,2078-01-01,175
Mahottari,Mahottari,2078-01-01,176
Gulmi,Gulmi,2078-01-01,139
Arghakhanchi,Arghakhanchi,2078-01-01,102
Kailali,Kailali,2078-01-01,105
Kailali,Kailali,2078-01-01,106
Kaski,Kaski,2078-01-01,254
Kathmandu,Kathmandu,2078-01-01,734
Kathmandu,Kathmandu,2078-01-01,735
Morang,Morang,2078-01-01,193
Bara,Bara,2078-01-01,114
Kanchanpur,Kanchanpur,2078-01-01,93
Siraha,Siraha,2078-01-01,143
Kathmandu,Kathmandu,2078-01-01,736
Kanchanpur,Kanchanpur,2078-01-01,94
Kanchanpur,Kanchanpur,2078-01-01,95
Sarlahi,Sarlahi,2078-01-01,161
Kailali,Kailali,2078-01-01,107
Gorkha,Gorkha,2078-01-01,126
Saptari,Saptari,2078-01-01,175
Rautahat,Rautahat,2078-01-01,100
Gorkha,Gorkha,2078-01-01,127
Kathmandu,Kathmandu,2078-01-01,737
Saptari,Saptari,2078-01-01,176
Lalitpur,Lalitpur,2078-01-01,255
Doti,Doti,2078-01-01,13
Siraha,Siraha,2078-01-01,144
Sankhuwasabha,Sankhuwasabha,2078-01-01,18
Kaski,Kaski,2078-01-01,255
Dhanusha,Dhanusha,2078-01-01,205
Bhaktapur,Bhaktapur,2078-01-01,187
Sarlahi,Sarlahi,2078-01-01,162
Sarlahi,Sarlahi,2078-01-01,163
Lamjung,Lamjung,2078-01-01,75
Dhanusha,Dhanusha,2078-01-01,206
Sarlahi,Sarlahi,2078-01-01,164
Sarlahi,Sarlahi,2078-01-01,165
Lalitpur,Lalitpur,2078-01-01,256
Kavrepalanchok,Kavrepalanchok,2078-01-01,107
Baglung,Baglung,2078-01-01,77
Kathmandu,Kathmandu,2078-01-01,738
Sindhupalchok,Sindhupalchok,2078-01-01,80
Ilam,Ilam,2078-01-01,34
Pyuthan,Pyuthan,2078-01-01,39
Sindhupalchok,Sindhupalchok,2078-01-01,81
Sarlahi,Sarlahi,2078-01-01,166
Dang,Dang,2078-01-01,123
Kathmandu,Kathmandu,2078-01-01,739
Kapilbastu,Kapilbastu,2078-01-01,56
Kapilbastu,Kapilbastu,2078-01-01,57
Mahottari,Mahottari,2078-01-01,177
Kailali,Kailali,2078-01-01,108
Ilam,Ilam,2078-01-01,35
Rautahat,Rautahat,2078-01-01,101
Sindhuli,Sindhuli,2078-01-01,40
Bhaktapur,Bhaktapur,2078-01-01,188
Dhanusha,Dhanusha,2078-01-01,207
Nawalparasi,Nawalparasi,2078-01-01,141
Nuwakot,Nuwakot,2078-01-01,97
Morang,Morang,2078-01-01,194
Dang,Dang,2078-01-01,124
Siraha,Siraha,2078-01-01,145
Kathmandu,Kathmandu,2078-01-01,740
Chitawan,Chitawan,2078-01-01,278
Siraha,Siraha,2078-01-01,146
Saptari,Saptari,2078-01-01,177
Siraha,Siraha,2078-01-01,147
Parsa,Parsa,2078-01-01,69
Dhanusha,Dhanusha,2078-01-01,208
Nawalparasi,Nawalparasi,2078-01-01,142
Dolakha,Dolakha,2078-01-01,65
Dhanusha,Dhanusha,2078-01-01,209
Mahottari,Mahottari,2078-01-01,178
Mahottari,Mahottari,2078-01-01,179
Kailali,Kailali,2078-01-01,109
Bhaktapur,Bhaktapur,2078-01-01,189
Humla,Humla,2078-01-01,9
Sankhuwasabha,Sankhuwasabha,2078-01-01,19
Rupandehi,Rupandehi,2078-01-01,228
Kaski,Kaski,2078-01-01,256
Kavrepalanchok,Kavrepalanchok,2078-01-01,108
Dhanusha,Dhanusha,2078-01-01,210
Kathmandu,Kathmandu,2078-01-01,741
Lalitpur,Lalitpur,2078-01-01,257
Kanchanpur,Kanchanpur,2078-01-01,96
Surkhet,Surkhet,2078-01-01,32
Kathmandu,Kathmandu,2078-01-01,742
Mahottari,Mahottari,2078-01-01,180
Sarlahi,Sarlahi,2078-01-01,167
Lalitpur,Lalitpur,2078-01-01,258
Kathmandu,Kathmandu,2078-01-01,743
Morang,Morang,2078-01-01,195
Bara,Bara,2078-01-01,115
Jhapa,Jhapa,2078-01-01,207
Arghakhanchi,Arghakhanchi,2078-01-01,103
Kaski,Kaski,2078-01-01,257
Dhanusha,Dhanusha,2078-01-01,211
Lalitpur,Lalitpur,2078-01-01,259
Syangja,Syangja,2078-01-01,147
Arghakhanchi,Arghakhanchi,2078-01-01,104
Nuwakot,Nuwakot,2078-01-01,98
Dhanusha,Dhanusha,2078-01-01,212
Jhapa,Jhapa,2078-01-01,208
Kathmandu,Kathmandu,2078-01-01,744
Sindhupalchok,Sindhupalchok,2078-01-01,82
Nawalparasi,Nawalparasi,2078-01-01,143
Sankhuwasabha,Sankhuwasabha,2078-01-01,20
Kathmandu,Kathmandu,2078-01-01,745
Palpa,Palpa,2078-01-01,91
Mahottari,Mahottari,2078-01-01,181
Rautahat,Rautahat,2078-01-01,102
Jhapa,Jhapa,2078-01-01,209
Lalitpur,Lalitpur,2078-01-01,260
Makwanpur,Makwanpur,2078-01-01,102
Morang,Morang,2078-01-01,196
Siraha,Siraha,2078-01-01,148
Bara,Bara,2078-01-01,116
Bara,Bara,2078-01-01,117
Dhanusha,Dhanusha,2078-01-01,213
Siraha,Siraha,2078-01-01,149
Bara,Bara,2078-01-01,118
Dadeldhura,Dadeldhura,2078-01-01,23
Mahottari,Mahottari,2078-01-01,182
Ramechhap,Ramechhap,2078-01-01,67
Kathmandu,Kathmandu,2078-01-01,746
Sunsari,Sunsari,2078-01-01,155
Gorkha,Gorkha,2078-01-01,128
Mahottari,Mahottari,2078-01-01,183
Parbat,Parbat,2078-01-01,96
Chitawan,Chitawan,2078-01-01,279
Kathmandu,Kathmandu,2078-01-01,747
Dhanusha,Dhanusha,2078-01-01,214
Kaski,Kaski,2078-01-01,258
Kathmandu,Kathmandu,2078-01-01,748
Kaski,Kaski,2078-01-01,259
Pyuthan,Pyuthan,2078-01-01,40
Sarlahi,Sarlahi,2078-01-01,168
Kathmandu,Kathmandu,2078-01-01,749
Nawalparasi,Nawalparasi,2078-01-01,144
Saptari,Saptari,2078-01-01,178
Kanchanpur,Kanchanpur,2078-01-01,97
Dhanusha,Dhanusha,2078-01-01,215
Sarlahi,Sarlahi,2078-01-01,169
Sarlahi,Sarlahi,2078-01-01,170
Tanahun,Tanahun,2078-01-01,109
Dang,Dang,2078-01-01,125
Nawalparasi,Nawalparasi,2078-01-01,145
Mahottari,Mahottari,2078-01-01,184
Rupandehi,Rupandehi,2078-01-01,229
Lalitpur,Lalitpur,2078-01-01,261
Ilam,Ilam,2078-01-01,36
Mahottari,Mahottari,2078-01-01,185
Bara,Bara,2078-01-01,119
Dhanusha,Dhanusha,2078-01-01,216
Mahottari,Mahottari,2078-01-01,186
Nawalparasi,Nawalparasi,2078-01-01,146
Bardiya,Bardiya,2078-01-01,41
Sarlahi,Sarlahi,2078-01-01,171
Kathmandu,Kathmandu,2078-01-01,750
Kathmandu,Kathmandu,2078-01-01,751
Mahottari,Mahottari,2078-01-01,187
Parbat,Parbat,2078-01-01,97
Nawalparasi,Nawalparasi,2078-01-01,147
Chitawan,Chitawan,2078-01-01,280
Parsa,Parsa,2078-01-01,70
Ramechhap,Ramechhap,2078-01-01,68
Myagdi,Myagdi,2078-01-01,25
Nuwakot,Nuwakot,2078-01-01,99
Sarlahi,Sarlahi,2078-01-01,172
Rautahat,Rautahat,2078-01-01,103
Parsa,Parsa,2078-01-01,71
Saptari,Saptari,2078-01-01,179
Sarlahi,Sarlahi,2078-01-01,173
Dhanusha,Dhanusha,2078-01-01,217
Bara,Bara,2078-01-01,120
Saptari,Saptari,2078-01-01,180
Sarlahi,Sarlahi,2078-01-01,174
Dhanusha,Dhanusha,2078-01-01,218
Chitawan,Chitawan,2078-01-01,281
Okhaldhunga,Okhaldhunga,2078-01-01,39
Gulmi,Gulmi,2078-01-01,140
Lalitpur,Lalitpur,2078-01-01,262
Syangja,Syangja,2078-01-01,148
Taplejung,Taplejung,2078-01-01,27
Kailali,Kailali,2078-01-01,110
Jhapa,Jhapa,2078-01-01,210
Siraha,Siraha,2078-01-01,150
Sunsari,Sunsari,2078-01-01,156
Kathmandu,Kathmandu,2078-01-01,752
Nawalparasi,Nawalparasi,2078-01-01,148
Surkhet,Surkhet,2078-01-01,33
Surkhet,Surkhet,2078-01-01,34
Bhojpur,Bhojpur,2078-01-01,27
Chitawan,Chitawan,2078-01-01,282
Dhanusha,Dhanusha,2078-01-01,219
Dhanusha,Dhanusha,2078-01-01,220
Jhapa,Jhapa,2078-01-01,211
Kanchanpur,Kanchanpur,2078-01-01,98
Baglung,Baglung,2078-01-01,78
Baitadi,Baitadi,2078-01-01,36
Bhaktapur,Bhaktapur,2078-01-01,190
Baglung,Baglung,2078-01-01,79
Kapilbastu,Kapilbastu,2078-01-01,58
Kaski,Kaski,2078-01-01,260
Kathmandu,Kathmandu,2078-01-01,753
Arghakhanchi,Arghakhanchi,2078-01-01,105
Dhanusha,Dhanusha,2078-01-01,221
Chitawan,Chitawan,2078-01-01,283
Khotang,Khotang,2078-01-01,36
Palpa,Palpa,2078-01-01,92
Ilam,Ilam,2078-01-01,37
Dhanusha,Dhanusha,2078-01-01,222
Tanahun,Tanahun,2078-01-01,110
Parbat,Parbat,2078-01-01,98
Jhapa,Jhapa,2078-01-01,212
Kanchanpur,Kanchanpur,2078-01-01,99
Kathmandu,Kathmandu,2078-01-01,754
Sindhuli,Sindhuli,2078-01-01,41
Gulmi,Gulmi,2078-01-01,141
Saptari,Saptari,2078-01-01,181
Sankhuwasabha,Sankhuwasabha,2078-01-01,21
Kanchanpur,Kanchanpur,2078-01-01,100
Nawalparasi,Nawalparasi,2078-01-01,149
Khotang,Khotang,2078-01-01,37
Sunsari,Sunsari,2078-01-01,157
Dang,Dang,2078-01-01,126
Kathmandu,Kathmandu,2078-01-01,755
Jhapa,Jhapa,2078-01-01,213
Jhapa,Jhapa,2078-01-01,214
Rautahat,Rautahat,2078-01-01,104
Dhanusha,Dhanusha,2078-01-01,223
Kathmandu,Kathmandu,2078-01-01,756
Salyan,Salyan,2078-01-01,15
Sindhuli,Sindhuli,2078-01-01,42
Siraha,Siraha,2078-01-01,151
Lalitpur,Lalitpur,2078-01-01,263
Chitawan,Chitawan,2078-01-01,284
Bajhang,Bajhang,2078-01-01,23
Saptari,Saptari,2078-01-01,182
Dhanusha,Dhanusha,2078-01-01,224
Gulmi,Gulmi,2078-01-01,142
Palpa,Palpa,2078-01-01,93
Parbat,Parbat,2078-01-01,99
Dolakha,Dolakha,2078-01-01,66
Bhaktapur,Bhaktapur,2078-01-01,191
Lalitpur,Lalitpur,2078-01-01,264
Saptari,Saptari,2078-01-01,183
Parbat,Parbat,2078-01-01,100
Kanchanpur,Kanchanpur,2078-01-01,101
Mahottari,Mahottari,2078-01-01,188
Sindhuli,Sindhuli,2078-01-01,43
Baitadi,Baitadi,2078-01-01,37
Parbat,Parbat,2078-01-01,101
Dhanusha,Dhanusha,2078-01-01,225
Nawalparasi,Nawalparasi,2078-01-01,150
Sarlahi,Sarlahi,2078-01-01,175
Ilam,Ilam,2078-01-01,38
Gulmi,Gulmi,2078-01-01,143
Bardiya,Bardiya,2078-01-01,42
Jajarkot,Jajarkot,2078-01-01,12
Sarlahi,Sarlahi,2078-01-01,176
Rautahat,Rautahat,2078-01-01,105
Sindhuli,Sindhuli,2078-01-01,44
Dhanusha,Dhanusha,2078-01-01,226
Mahottari,Mahottari,2078-01-01,189
Achham,Achham,2078-01-01,35
Syangja,Syangja,2078-01-01,149
Sankhuwasabha,Sankhuwasabha,2078-01-01,22
Syangja,Syangja,2078-01-01,150
Mahottari,Mahottari,2078-01-01,190
Kanchanpur,Kanchanpur,2078-01-01,102
Bajhang,Bajhang,2078-01-01,24
Kailali,Kailali,2078-01-01,111
Baglung,Baglung,2078-01-01,80
Kathmandu,Kathmandu,2078-01-01,757
Saptari,Saptari,2078-01-01,184
Ramechhap,Ramechhap,2078-01-01,69
Siraha,Siraha,2078-01-01,152
Chitawan,Chitawan,2078-01-01,285
Sindhuli,Sindhuli,2078-01-01,45
Kaski,Kaski,2078-01-01,261
Kapilbastu,Kapilbastu,2078-01-01,59
Dadeldhura,Dadeldhura,2078-01-01,24
Mahottari,Mahottari,2078-01-01,191
Bara,Bara,2078-01-01,121
Parsa,Parsa,2078-01-01,72
Rautahat,Rautahat,2078-01-01,106
Lamjung,Lamjung,2078-01-01,76
Palpa,Palpa,2078-01-01,94
Sunsari,Sunsari,2078-01-01,158
Kathmandu,Kathmandu,2078-01-01,758
Kathmandu,Kathmandu,2078-01-01,759
Makwanpur,Makwanpur,2078-01-01,103
Kathmandu,Kathmandu,2078-01-01,760
Kathmandu,Kathmandu,2078-01-01,761
Lalitpur,Lalitpur,2079-01-01,265
Gorkha,Gorkha,2079-01-01,129
Syangja,Syangja,2079-01-01,151
Syangja,Syangja,2079-01-01,152
Nawalparasi East,Nawalparasi East,2079-01-01,1
Makwanpur,Makwanpur,2079-01-01,104
Kailali,Kailali,2079-01-01,112
Mahottari,Mahottari,2079-01-01,192
Lalitpur,Lalitpur,2079-01-01,266
Sarlahi,Sarlahi,2079-01-01,177
Dolakha,Dolakha,2079-01-01,67
Mahottari,Mahottari,2079-01-01,193
Kathmandu,Kathmandu,2079-01-01,762
Dailekh,Dailekh,2079-01-01,14
Siraha,Siraha,2079-01-01,153
Siraha,Siraha,2079-01-01,154
Banke,Banke,2079-01-01,47
Dhanusha,Dhanusha,2079-01-01,227
Dolakha,Dolakha,2079-01-01,68
Parbat,Parbat,2079-01-01,102
Rolpa,Rolpa,2079-01-01,12
Arghakhanchi,Arghakhanchi,2079-01-01,106
Chitawan,Chitawan,2079-01-01,286
Chitawan,Chitawan,2079-01-01,287
Bara,Bara,2079-01-01,122
Lamjung,Lamjung,2079-01-01,77
Nawalparasi East,Nawalparasi East,2079-01-01,2
Nawalparasi East,Nawalparasi East,2079-01-01,3
Dang,Dang,2079-01-01,127
Sindhuli,Sindhuli,2079-01-01,46
Jhapa,Jhapa,2079-01-01,215
Sunsari,Sunsari,2079-01-01,159
Kathmandu,Kathmandu,2079-01-01,763
Ilam,Ilam,2079-01-01,39
Dhanusha,Dhanusha,2079-01-01,228
Dhanusha,Dhanusha,2079-01-01,229
Morang,Morang,2079-01-01,197
Dhanusha,Dhanusha,2079-01-01,230
Dang,Dang,2079-01-01,128
Kathmandu,Kathmandu,2079-01-01,764
Kailali,Kailali,2079-01-01,113
Baglung,Baglung,2079-01-01,81
Dhanusha,Dhanusha,2079-01-01,231
Siraha,Siraha,2079-01-01,155
Mahottari,Mahottari,2079-01-01,194
Rupandehi,Rupandehi,2079-01-01,230
Kathmandu,Kathmandu,2079-01-01,765
Kailali,Kailali,2079-01-01,114
Siraha,Siraha,2079-01-01,156
Dhanusha,Dhanusha,2079-01-01,232
Dhanusha,Dhanusha,2079-01-01,233
Baglung,Baglung,2079-01-01,82
Doti,Doti,2079-01-01,14
Mahottari,Mahottari,2079-01-01,195
Kathmandu,Kathmandu,2079-01-01,766
Kaski,Kaski,2079-01-01,262
Kailali,Kailali,2079-01-01,115
Dolakha,Dolakha,2079-01-01,69
Lalitpur,Lalitpur,2079-01-01,267
Dhanusha,Dhanusha,2079-01-01,234
Rautahat,Rautahat,2079-01-01,107
Syangja,Syangja,2079-01-01,153
Sunsari,Sunsari,2079-01-01,160
Parbat,Parbat,2079-01-01,103
Bara,Bara,2079-01-01,123
Nawalparasi East,Nawalparasi East,2079-01-01,4
Morang,Morang,2079-01-01,198
Kaski,Kaski,2079-01-01,263
Morang,Morang,2079-01-01,199
Chitawan,Chitawan,2079-01-01,288
Siraha,Siraha,2079-01-01,157
Syangja,Syangja,2079-01-01,154
Kailali,Kailali,2079-01-01,116
Kavrepalanchok,Kavrepalanchok,2079-01-01,109
Gulmi,Gulmi,2079-01-01,144
Sarlahi,Sarlahi,2079-01-01,178
Sunsari,Sunsari,2079-01-01,161
Sunsari,Sunsari,2079-01-01,162
Sankhuwasabha,Sankhuwasabha,2079-01-01,23
Jhapa,Jhapa,2079-01-01,216
Bara,Bara,2079-01-01,124
Kavrepalanchok,Kavrepalanchok,2079-01-01,110
Kapilbastu,Kapilbastu,2079-01-01,60
Siraha,Siraha,2079-01-01,158
Kaski,Kaski,2079-01-01,264
Mahottari,Mahottari,2079-01-01,196
Mahottari,Mahottari,2079-01-01,197
Chitawan,Chitawan,2079-01-01,289
Gorkha,Gorkha,2079-01-01,130
Bhaktapur,Bhaktapur,2079-01-01,192
Darchula,Darchula,2079-01-01,26
Bhaktapur,Bhaktapur,2079-01-01,193
Bhojpur,Bhojpur,2079-01-01,28
Parbat,Parbat,2079-01-01,104
Mahottari,Mahottari,2079-01-01,198
Dhanusha,Dhanusha,2079-01-01,235
Darchula,Darchula,2079-01-01,27
Kaski,Kaski,2079-01-01,265
Syangja,Syangja,2079-01-01,155
Bhaktapur,Bhaktapur,2079-01-01,194
Jhapa,Jhapa,2079-01-01,217
Kathmandu,Kathmandu,2079-01-01,767
Mahottari,Mahottari,2079-01-01,199
Dhanusha,Dhanusha,2079-01-01,236
Kathmandu,Kathmandu,2079-01-01,768
Gulmi,Gulmi,2079-01-01,145
Ilam,Ilam,2079-01-01,40
Kapilbastu,Kapilbastu,2079-01-01,61
Kapilbastu,Kapilbastu,2079-01-01,62
Chitawan,Chitawan,2079-01-01,290
Rukum West,Rukum West,2079-01-01,1
Makwanpur,Makwanpur,2079-01-01,105
Jumla,Jumla,2079-01-01,18
Lalitpur,Lalitpur,2079-01-01,268
Darchula,Darchula,2079-01-01,28
Jhapa,Jhapa,2079-01-01,218
Dolakha,Dolakha,2079-01-01,70
Jhapa,Jhapa,2079-01-01,219
Tanahun,Tanahun,2079-01-01,111
Lalitpur,Lalitpur,2079-01-01,269
Jhapa,Jhapa,2079-01-01,220
Morang,Morang,2079-01-01,200
Jhapa,Jhapa,2079-01-01,221
Dhanusha,Dhanusha,2079-01-01,237
Kavrepalanchok,Kavrepalanchok,2079-01-01,111
Gulmi,Gulmi,2079-01-01,146
Morang,Morang,2079-01-01,201
Dhanusha,Dhanusha,2079-01-01,238
Kathmandu,Kathmandu,2079-01-01,769
Kailali,Kailali,2079-01-01,117
Dhankuta,Dhankuta,2079-01-01,22
Dhanusha,Dhanusha,2079-01-01,239
Makwanpur,Makwanpur,2079-01-01,106
Dhanusha,Dhanusha,2079-01-01,240
Dhanusha,Dhanusha,2079-01-01,241
Kathmandu,Kathmandu,2079-01-01,770
Syangja,Syangja,2079-01-01,156
Kathmandu,Kathmandu,2079-01-01,771
Dhanusha,Dhanusha,2079-01-01,242
Bajhang,Bajhang,2079-01-01,25
Morang,Morang,2079-01-01,202
Jhapa,Jhapa,2079-01-01,222
Kathmandu,Kathmandu,2079-01-01,772
Mahottari,Mahottari,2079-01-01,200
Siraha,Siraha,2079-01-01,159
Arghakhanchi,Arghakhanchi,2079-01-01,107
Syangja,Syangja,2079-01-01,157
Dang,Dang,2079-01-01,129
Makwanpur,Makwanpur,2079-01-01,107
Chitawan,Chitawan,2079-01-01,291
Khotang,Khotang,2079-01-01,38
Bhaktapur,Bhaktapur,2079-01-01,195
Dang,Dang,2079-01-01,130
Sunsari,Sunsari,2079-01-01,163
Kaski,Kaski,2079-01-01,266
Rautahat,Rautahat,2079-01-01,108
Parsa,Parsa,2079-01-01,73
Mahottari,Mahottari,2079-01-01,201
Tanahun,Tanahun,2079-01-01,112
Rupandehi,Rupandehi,2079-01-01,231
Kathmandu,Kathmandu,2079-01-01,773
Ramechhap,Ramechhap,2079-01-01,70
Siraha,Siraha,2079-01-01,160
Kanchanpur,Kanchanpur,2079-01-01,103
Ilam,Ilam,2079-01-01,41
Kanchanpur,Kanchanpur,2079-01-01,104
Saptari,Saptari,2079-01-01,185
Kailali,Kailali,2079-01-01,118
Kathmandu,Kathmandu,2079-01-01,774
Achham,Achham,2079-01-01,36
Saptari,Saptari,2079-01-01,186
Dhanusha,Dhanusha,2079-01-01,243
Gulmi,Gulmi,2079-01-01,147
Mahottari,Mahottari,2079-01-01,202
Saptari,Saptari,2079-01-01,187
Rupandehi,Rupandehi,2079-01-01,232
Sarlahi,Sarlahi,2079-01-01,179
Mahottari,Mahottari,2079-01-01,203
Nawalparasi East,Nawalparasi East,2079-01-01,5
Ramechhap,Ramechhap,2079-01-01,71
Kathmandu,Kathmandu,2079-01-01,775
Bhaktapur,Bhaktapur,2079-01-01,196
Siraha,Siraha,2079-01-01,161
Nuwakot,Nuwakot,2079-01-01,100
Kaski,Kaski,2079-01-01,267
Sankhuwasabha,Sankhuwasabha,2079-01-01,24
Lalitpur,Lalitpur,2079-01-01,270
Dhanusha,Dhanusha,2079-01-01,244
Jhapa,Jhapa,2079-01-01,223
Dhankuta,Dhankuta,2079-01-01,23
Sunsari,Sunsari,2079-01-01,164
Pyuthan,Pyuthan,2079-01-01,41
Dang,Dang,2079-01-01,131
Rupandehi,Rupandehi,2079-01-01,233
Unknown,Unknown,2079-01-01,9
Terhathum,Terhathum,2079-01-01,28
Rupandehi,Rupandehi,2079-01-01,234
Kathmandu,Kathmandu,2079-01-01,776
Siraha,Siraha,2079-01-01,162
Rupandehi,Rupandehi,2079-01-01,235
Arghakhanchi,Arghakhanchi,2079-01-01,108
Khotang,Khotang,2079-01-01,39
Siraha,Siraha,2079-01-01,163
Rautahat,Rautahat,2079-01-01,109
Rautahat,Rautahat,2079-01-01,110
Kathmandu,Kathmandu,2079-01-01,777
Saptari,Saptari,2079-01-01,188
Dolakha,Dolakha,2079-01-01,71
Rolpa,Rolpa,2079-01-01,13
Mahottari,Mahottari,2079-01-01,204
Bhaktapur,Bhaktapur,2079-01-01,197
Lalitpur,Lalitpur,2079-01-01,271
Mahottari,Mahottari,2079-01-01,205
Bhaktapur,Bhaktapur,2079-01-01,198
Darchula,Darchula,2079-01-01,29
Bara,Bara,2079-01-01,125
Sunsari,Sunsari,2079-01-01,165
Lalitpur,Lalitpur,2079-01-01,272
Kathmandu,Kathmandu,2079-01-01,778
Makwanpur,Makwanpur,2079-01-01,108
Kavrepalanchok,Kavrepalanchok,2079-01-01,112
Sunsari,Sunsari,2079-01-01,166
Morang,Morang,2079-01-01,203
Palpa,Palpa,2079-01-01,95
Palpa,Palpa,2079-01-01,96
Dang,Dang,2079-01-01,132
Dang,Dang,2079-01-01,133
Rautahat,Rautahat,2079-01-01,111
Parsa,Parsa,2079-01-01,74
Mahottari,Mahottari,2079-01-01,206
Sunsari,Sunsari,2079-01-01,167
Siraha,Siraha,2079-01-01,164
Mahottari,Mahottari,2079-01-01,207
Gulmi,Gulmi,2079-01-01,148
Arghakhanchi,Arghakhanchi,2079-01-01,109
Rupandehi,Rupandehi,2079-01-01,236
Lalitpur,Lalitpur,2079-01-01,273
Bhaktapur,Bhaktapur,2079-01-01,199
Chitawan,Chitawan,2079-01-01,292
Dang,Dang,2079-01-01,134
Dhanusha,Dhanusha,2079-01-01,245
Sindhupalchok,Sindhupalchok,2079-01-01,83
Rautahat,Rautahat,2079-01-01,112
Jhapa,Jhapa,2079-01-01,224
Gorkha,Gorkha,2079-01-01,131
Morang,Morang,2079-01-01,204
Salyan,Salyan,2079-01-01,16
Morang,Morang,2079-01-01,205
Kathmandu,Kathmandu,2079-01-01,779
Bhaktapur,Bhaktapur,2079-01-01,200
Lamjung,Lamjung,2079-01-01,78
Makwanpur,Makwanpur,2079-01-01,109
Gulmi,Gulmi,2079-01-01,149
Kanchanpur,Kanchanpur,2079-01-01,105
Kathmandu,Kathmandu,2079-01-01,780
Kathmandu,Kathmandu,2079-01-01,781
Kathmandu,Kathmandu,2079-01-01,782
Gulmi,Gulmi,2079-01-01,150
Morang,Morang,2079-01-01,206
Morang,Morang,2079-01-01,207
Kaski,Kaski,2079-01-01,268
Lamjung,Lamjung,2079-01-01,79
Arghakhanchi,Arghakhanchi,2079-01-01,110
Sarlahi,Sarlahi,2079-01-01,180
Rautahat,Rautahat,2079-01-01,113
Arghakhanchi,Arghakhanchi,2079-01-01,111
Makwanpur,Makwanpur,2079-01-01,110
Arghakhanchi,Arghakhanchi,2079-01-01,112
Kapilbastu,Kapilbastu,2079-01-01,63
Kapilbastu,Kapilbastu,2079-01-01,64
Nuwakot,Nuwakot,2079-01-01,101
Nawalparasi East,Nawalparasi East,2079-01-01,6
Palpa,Palpa,2079-01-01,97
Gulmi,Gulmi,2079-01-01,151
Arghakhanchi,Arghakhanchi,2079-01-01,113
